total_budget,budget_instagram,pct_instagram,budget_google,pct_google,budget_tiktok,pct_tiktok,budget_facebook,pct_facebook,budget_youtube,pct_youtube,budget_linkedin,pct_linkedin,aov,creative_quality,campaign_days,target_margin,age,gender,income_level,conversions,revenue,instagram_impr,instagram_clicks,instagram_conv,instagram_rev,google_impr,google_clicks,google_conv,google_rev,tiktok_impr,tiktok_clicks,tiktok_conv,tiktok_rev,facebook_impr,facebook_clicks,facebook_conv,facebook_rev,youtube_impr,youtube_clicks,youtube_conv,youtube_rev,linkedin_impr,linkedin_clicks,linkedin_conv,linkedin_rev
165.79,9.72,0.0586,27.47,0.1657,5.92,0.0357,71.23,0.4296,4.64,0.028,46.81,0.2823,23.41,0.718,19,0.423,43,man,high,54.173,1268.18,5019.88,115.01,3.985,93.29,11107.97,366.78,22.23,520.39,4251.35,113.58,4.341,101.63,34544.13,692.99,19.993,468.03,1646.62,25.28,0.473,11.08,16247.83,191.94,3.151,73.76
23.65,6.84,0.2892,4.98,0.2106,2.94,0.1243,1.36,0.0575,2.7,0.1142,4.83,0.2042,13.88,0.877,19,0.308,29,woman,all,10.614,147.32,3968.21,93.13,3.611,50.12,2187.86,70.27,4.191,58.17,2258.76,69.35,1.89,26.23,571.0,12.47,0.366,5.09,1018.06,16.94,0.323,4.48,1524.28,15.66,0.233,3.24
14.04,0.16,0.0114,2.83,0.2016,5.98,0.4259,2.99,0.213,0.76,0.0541,1.31,0.0933,14.56,0.927,26,0.197,23,woman,all,7.161,104.26,89.59,2.12,0.077,1.12,1232.1,40.45,2.194,31.94,3851.6,104.75,3.897,56.74,1540.76,32.1,0.839,12.22,264.38,4.74,0.091,1.32,440.0,4.8,0.063,0.92
2.1,0.26,0.1238,0.3,0.1429,0.11,0.0524,1.16,0.5524,0.16,0.0762,0.1,0.0476,14.34,0.872,30,0.241,60,woman,low,0.765,10.97,142.73,3.06,0.126,1.81,121.17,4.07,0.209,3.0,76.95,1.77,0.062,0.89,567.29,9.94,0.345,4.95,56.98,0.8,0.017,0.25,31.98,0.31,0.005,0.08
2.12,0.33,0.1557,0.45,0.2123,0.17,0.0802,0.36,0.1698,0.57,0.2689,0.24,0.1132,2.44,0.558,15,0.3,57,man,high,0.707,1.72,201.18,3.82,0.149,0.36,156.99,4.91,0.292,0.71,113.38,3.16,0.112,0.27,164.29,2.88,0.081,0.2,201.02,3.31,0.06,0.15,83.22,0.87,0.013,0.03
8.02,1.28,0.1596,1.24,0.1546,0.15,0.0187,3.44,0.4289,1.28,0.1596,0.62,0.0773,13.88,0.502,7,0.43,72,man,high,3.087,42.84,732.47,14.56,0.6,8.32,493.1,16.71,1.156,16.04,98.18,2.66,0.083,1.15,1859.26,36.54,1.07,14.85,478.7,7.09,0.142,1.97,203.98,2.33,0.037,0.51
44.48,3.57,0.0803,10.2,0.2293,13.81,0.3105,8.9,0.2001,1.64,0.0369,6.36,0.143,22.92,0.942,27,0.375,55,woman,high,26.289,602.54,1896.62,38.98,1.49,34.15,4331.58,171.04,10.751,246.42,10800.88,292.56,10.551,241.83,4462.49,92.35,2.875,65.89,691.98,11.81,0.232,5.31,2091.21,23.72,0.39,8.93
6.01,1.87,0.3111,1.27,0.2113,0.85,0.1414,0.8,0.1331,0.79,0.1314,0.44,0.0732,10.03,0.698,27,0.502,62,man,high,2.811,28.19,1017.41,21.06,0.839,8.42,520.83,17.31,1.008,10.11,623.53,18.11,0.635,6.36,366.96,7.24,0.208,2.09,339.43,5.22,0.102,1.03,132.1,1.46,0.019,0.19
4.01,0.68,0.1696,0.41,0.1022,0.86,0.2145,1.74,0.4339,0.2,0.0499,0.13,0.0324,22.95,0.887,16,0.409,49,all,high,1.804,41.41,388.26,10.63,0.455,10.44,169.95,5.24,0.283,6.49,556.2,16.01,0.489,11.23,875.25,16.65,0.544,12.49,70.94,1.27,0.025,0.58,38.94,0.53,0.008,0.18
2.39,0.05,0.0209,0.95,0.3975,0.15,0.0628,0.0,0.0,0.83,0.3473,0.42,0.1757,12.08,0.798,6,0.168,78,man,low,1.078,13.02,25.14,0.48,0.019,0.22,415.94,12.37,0.807,9.75,107.89,2.58,0.095,1.15,0.0,0.0,0.0,0.0,349.28,5.63,0.133,1.6,150.53,1.68,0.024,0.29
5.93,0.96,0.1619,0.78,0.1315,1.02,0.172,0.73,0.1231,0.26,0.0438,2.18,0.3676,8.02,0.716,14,0.272,29,man,high,2.025,16.24,485.78,10.93,0.427,3.43,309.38,9.77,0.584,4.69,680.86,18.56,0.661,5.3,403.34,7.28,0.207,1.66,95.99,1.71,0.037,0.3,705.71,7.36,0.108,0.87
42.74,11.17,0.2613,9.53,0.223,1.32,0.0309,4.85,0.1135,14.26,0.3336,1.61,0.0377,7.43,0.853,10,0.449,51,woman,high,18.016,133.86,6265.78,127.5,4.974,36.95,4066.39,138.93,8.886,66.02,927.55,27.44,0.848,6.3,2305.9,46.23,1.415,10.51,5115.14,79.89,1.786,13.27,520.01,7.17,0.108,0.8
142.4,5.75,0.0404,34.77,0.2442,25.34,0.1779,15.08,0.1059,35.17,0.247,26.29,0.1846,20.71,0.739,14,0.072,37,man,low,48.819,1011.04,3394.93,70.62,2.55,52.81,14837.42,420.87,24.072,498.53,15984.36,371.17,12.2,252.66,7338.56,125.99,4.407,91.28,13257.69,216.2,4.242,87.84,7769.37,83.55,1.348,27.92
1.65,0.42,0.2545,0.29,0.1758,0.2,0.1212,0.65,0.3939,0.07,0.0424,0.03,0.0182,20.09,0.568,8,0.542,68,woman,all,0.682,13.71,269.59,5.09,0.186,3.73,111.93,3.46,0.209,4.2,144.46,3.18,0.1,2.0,338.03,6.64,0.177,3.56,25.58,0.5,0.01,0.19,9.38,0.1,0.001,0.03
43.94,12.89,0.2934,6.26,0.1425,2.49,0.0567,5.31,0.1208,11.27,0.2565,5.72,0.1302,15.11,0.757,9,0.123,20,woman,high,17.882,270.2,6678.06,152.31,6.868,103.78,2653.33,90.77,5.767,87.15,1645.85,51.5,1.865,28.18,2715.28,56.86,1.909,28.85,4131.69,69.6,1.206,18.22,1950.42,19.51,0.267,4.03
17.6,3.33,0.1892,5.57,0.3165,2.41,0.1369,0.91,0.0517,3.89,0.221,1.49,0.0847,10.25,0.717,30,0.588,45,woman,low,8.488,87.0,1880.72,40.84,1.633,16.74,2260.64,74.77,4.483,45.95,1765.57,43.27,1.447,14.83,484.76,9.39,0.276,2.83,1787.85,28.23,0.577,5.91,425.81,4.48,0.073,0.75
1.31,0.18,0.1374,0.12,0.0916,0.38,0.2901,0.29,0.2214,0.19,0.145,0.15,0.1145,0.78,0.801,11,0.487,40,woman,high,0.567,0.44,105.52,2.4,0.1,0.08,46.95,1.43,0.086,0.07,278.2,7.62,0.257,0.2,145.97,3.2,0.09,0.07,73.01,1.16,0.024,0.02,50.15,0.59,0.01,0.01
89.36,7.79,0.0872,7.8,0.0873,41.98,0.4698,4.13,0.0462,6.73,0.0753,20.93,0.2342,5.73,0.649,24,0.124,57,man,low,35.078,201.0,4255.44,86.99,3.556,20.37,3052.48,78.66,5.024,28.79,28166.94,650.61,23.822,136.5,1889.47,35.2,1.027,5.89,2669.89,43.1,0.83,4.75,6182.25,60.33,0.819,4.69
64.48,24.99,0.3876,8.32,0.129,6.95,0.1078,16.11,0.2498,6.22,0.0965,1.89,0.0293,14.22,0.58,18,0.066,25,all,low,28.75,408.82,13710.43,274.71,12.318,175.16,3436.45,119.83,6.892,98.01,4503.63,109.4,3.599,51.18,8978.43,159.08,5.287,75.18,2262.23,30.45,0.578,8.22,581.18,5.17,0.075,1.07
2.38,0.29,0.1218,0.31,0.1303,0.39,0.1639,0.14,0.0588,0.56,0.2353,0.68,0.2857,7.24,0.651,22,0.109,44,man,all,0.796,5.77,165.88,3.29,0.154,1.11,137.51,3.8,0.205,1.49,290.14,7.74,0.308,2.23,61.95,0.99,0.032,0.23,193.54,3.35,0.064,0.46,214.9,2.16,0.034,0.25
4.14,1.7,0.4106,0.75,0.1812,0.08,0.0193,0.16,0.0386,0.3,0.0725,1.16,0.2802,22.95,0.907,20,0.392,45,woman,low,1.789,41.05,985.79,22.47,0.967,22.18,290.63,9.05,0.625,14.34,60.06,1.46,0.053,1.21,73.0,1.46,0.044,1.0,116.5,2.06,0.044,1.0,390.81,3.98,0.057,1.31
1.76,0.21,0.1193,0.02,0.0114,0.23,0.1307,0.2,0.1136,0.78,0.4432,0.32,0.1818,3.84,0.916,24,0.546,28,man,low,0.467,1.79,114.8,2.6,0.11,0.42,8.18,0.2,0.013,0.05,151.46,4.86,0.164,0.63,109.79,2.02,0.063,0.24,302.29,5.22,0.099,0.38,102.77,1.0,0.018,0.07
2.78,0.06,0.0216,0.41,0.1475,0.12,0.0432,0.65,0.2338,1.3,0.4676,0.25,0.0899,9.68,0.643,6,0.218,14,woman,low,0.69,6.68,32.51,0.53,0.024,0.23,169.71,4.49,0.248,2.4,78.34,2.12,0.082,0.8,330.91,5.94,0.184,1.78,470.81,7.5,0.141,1.37,80.36,0.71,0.011,0.1
4.67,0.06,0.0128,0.1,0.0214,0.13,0.0278,2.03,0.4347,1.8,0.3854,0.55,0.1178,8.95,0.673,2,0.088,20,man,low,0.925,8.28,33.37,0.78,0.031,0.28,37.42,1.06,0.073,0.66,83.14,1.84,0.067,0.6,996.03,17.57,0.539,4.83,647.72,8.87,0.186,1.67,170.18,1.73,0.028,0.25
153.59,11.63,0.0757,22.85,0.1488,40.45,0.2634,29.32,0.1909,18.03,0.1174,31.31,0.2039,19.57,0.779,23,0.076,65,all,all,64.139,1255.21,6839.97,127.55,4.374,85.6,9968.15,312.19,19.562,382.84,28182.26,760.68,26.792,524.32,14996.68,330.48,9.4,183.95,6924.23,126.04,2.491,48.76,9371.17,113.55,1.52,29.74
2.65,0.13,0.0491,0.03,0.0113,0.48,0.1811,0.34,0.1283,1.63,0.6151,0.04,0.0151,17.46,0.709,18,0.472,28,man,low,0.705,12.31,71.87,1.46,0.058,1.01,11.69,0.35,0.021,0.37,363.31,10.35,0.378,6.6,155.54,2.89,0.087,1.51,564.05,8.04,0.16,2.79,11.84,0.13,0.002,0.03
90.62,16.03,0.1769,0.76,0.0084,32.27,0.3561,6.43,0.071,12.39,0.1367,22.73,0.2508,11.32,0.82,18,0.066,26,man,low,30.626,346.69,8233.6,145.83,6.569,74.36,291.37,9.19,0.591,6.69,22561.7,532.76,18.999,215.07,3466.12,63.32,1.712,19.37,4416.01,69.33,1.462,16.55,7110.9,79.74,1.294,14.65
151.88,53.92,0.355,14.8,0.0974,15.45,0.1017,8.59,0.0566,48.08,0.3166,11.04,0.0727,14.74,0.677,7,0.565,32,man,high,51.374,757.25,30219.13,599.42,23.581,347.58,5924.98,197.34,11.285,166.34,10544.64,296.4,8.673,127.83,3921.3,76.06,2.36,34.78,16923.62,255.23,4.815,70.97,3586.4,38.7,0.661,9.74
69.84,9.33,0.1336,6.75,0.0966,13.28,0.1901,18.33,0.2625,16.31,0.2335,5.84,0.0836,14.03,0.842,8,0.235,32,man,high,27.604,387.28,5916.67,114.95,4.277,60.01,3179.61,107.92,6.176,86.65,8507.37,238.91,8.319,116.72,9522.08,193.18,6.222,87.29,6527.39,122.91,2.233,31.33,1889.17,23.92,0.376,5.28
3.13,0.77,0.246,0.23,0.0735,0.0,0.0,0.12,0.0383,1.56,0.4984,0.44,0.1406,13.93,0.862,26,0.308,43,woman,all,0.834,11.61,444.09,9.75,0.378,5.27,89.88,3.08,0.189,2.64,0.0,0.0,0.0,0.0,51.52,1.04,0.03,0.41,597.93,11.1,0.215,3.0,128.69,1.52,0.021,0.29
155.11,25.62,0.1652,22.0,0.1418,5.19,0.0335,13.89,0.0895,24.72,0.1594,63.7,0.4107,20.85,0.516,26,0.554,75,man,all,41.744,870.37,14036.05,282.55,12.135,253.02,8710.8,238.73,16.408,342.11,3564.07,80.18,2.792,58.2,6677.24,127.61,4.122,85.95,8915.5,158.63,3.199,66.71,20530.51,191.02,3.088,64.38
151.22,15.56,0.1029,27.2,0.1799,43.14,0.2853,23.84,0.1577,16.5,0.1091,24.96,0.1651,12.39,0.92,9,0.093,34,woman,low,64.181,795.21,8133.4,150.64,6.243,77.36,10426.25,317.23,18.929,234.53,32232.52,811.24,27.7,343.21,12069.05,279.97,7.884,97.68,6430.74,97.66,1.884,23.35,8305.88,98.16,1.541,19.09
2.13,0.43,0.2019,0.1,0.0469,0.57,0.2676,0.24,0.1127,0.5,0.2347,0.29,0.1362,19.71,0.724,1,0.289,25,all,all,0.822,16.21,246.22,5.88,0.196,3.87,39.29,1.22,0.081,1.6,395.94,11.28,0.406,8.0,112.36,2.19,0.061,1.2,191.66,3.0,0.066,1.3,89.96,0.86,0.012,0.23
47.09,5.28,0.1121,19.82,0.4209,1.19,0.0253,7.63,0.162,5.81,0.1234,7.37,0.1565,3.66,0.658,30,0.113,60,woman,low,23.052,84.37,2801.36,52.52,1.834,6.71,8328.78,259.05,17.788,65.1,886.8,20.51,0.696,2.55,3445.01,61.68,1.716,6.28,2120.82,31.31,0.565,2.07,2485.92,29.35,0.454,1.66
27.35,1.2,0.0439,1.45,0.053,3.44,0.1258,1.01,0.0369,17.95,0.6563,2.3,0.0841,17.81,0.961,16,0.322,78,all,high,6.561,116.84,687.25,16.55,0.649,11.56,646.4,23.09,1.38,24.58,2229.42,62.62,2.017,35.93,466.17,9.15,0.246,4.38,7222.76,124.29,2.11,37.58,819.09,10.7,0.158,2.82
2.97,0.13,0.0438,0.13,0.0438,0.44,0.1481,1.47,0.4949,0.66,0.2222,0.13,0.0438,13.43,0.535,20,0.289,52,man,high,0.94,12.62,77.0,1.84,0.072,0.97,53.39,1.62,0.098,1.32,298.61,6.99,0.223,3.0,757.85,14.44,0.448,6.02,231.04,4.52,0.092,1.23,42.66,0.38,0.006,0.08
146.03,26.82,0.1837,14.7,0.1007,35.02,0.2398,26.37,0.1806,5.77,0.0395,37.35,0.2558,9.32,0.966,19,0.449,52,woman,all,58.987,549.76,15585.77,279.22,11.272,105.05,6112.52,201.57,13.043,121.56,23465.56,681.64,23.569,219.66,13020.29,259.29,7.866,73.31,2210.22,39.18,0.745,6.94,11776.39,143.99,2.493,23.23
235.86,54.59,0.2315,31.75,0.1346,59.7,0.2531,40.56,0.172,47.58,0.2017,1.69,0.0072,19.42,0.929,22,0.585,19,man,low,111.378,2162.95,31538.51,582.36,23.282,452.13,12983.03,458.21,28.765,558.62,42536.52,1088.78,39.478,766.66,22038.69,463.18,14.369,279.05,19310.06,282.01,5.402,104.91,542.45,5.55,0.081,1.58
49.5,5.39,0.1089,5.49,0.1109,22.62,0.457,1.4,0.0283,7.06,0.1426,7.54,0.1523,8.55,0.724,2,0.13,40,man,high,24.731,211.45,2761.84,64.95,2.326,19.88,2165.94,72.98,4.648,39.74,14569.11,403.63,16.096,137.62,630.12,14.23,0.421,3.6,2627.17,44.72,0.845,7.22,2262.02,27.68,0.396,3.39
6.64,0.81,0.122,3.41,0.5136,0.78,0.1175,0.69,0.1039,0.17,0.0256,0.78,0.1175,18.12,0.956,16,0.446,45,woman,low,3.731,67.6,396.03,7.86,0.31,5.61,1467.05,41.41,2.671,48.41,566.37,15.96,0.486,8.81,321.84,6.62,0.202,3.66,65.14,1.06,0.021,0.39,242.29,2.65,0.04,0.72
1.32,0.13,0.0985,0.02,0.0152,0.61,0.4621,0.14,0.1061,0.09,0.0682,0.34,0.2576,5.57,0.581,9,0.58,61,man,all,0.55,3.06,69.33,1.52,0.065,0.36,7.67,0.26,0.015,0.08,417.92,11.14,0.399,2.22,66.09,1.29,0.042,0.23,36.64,0.54,0.012,0.07,107.09,1.12,0.017,0.1
21.82,1.86,0.0852,4.23,0.1939,5.42,0.2484,1.51,0.0692,4.56,0.209,4.24,0.1943,6.73,0.847,17,0.55,79,woman,high,9.639,64.87,1063.95,22.39,0.861,5.79,1813.35,59.75,3.996,26.89,3653.77,100.39,3.729,25.09,741.47,14.4,0.377,2.53,1623.99,23.53,0.414,2.79,1313.75,15.72,0.263,1.77
33.92,3.67,0.1082,5.35,0.1577,2.92,0.0861,3.38,0.0996,6.18,0.1822,12.42,0.3662,20.09,0.841,25,0.226,21,woman,high,10.36,208.13,2316.33,48.24,2.077,41.73,2095.9,66.87,3.694,74.22,2160.72,58.27,1.943,39.04,1641.65,38.22,1.119,22.48,2276.75,43.8,0.846,16.99,4000.77,43.61,0.68,13.67
1.4,0.31,0.2214,0.06,0.0429,0.35,0.25,0.2,0.1429,0.07,0.05,0.4,0.2857,15.23,0.94,2,0.447,16,man,high,0.54,8.23,169.6,4.27,0.155,2.36,26.92,0.84,0.051,0.77,239.27,7.23,0.227,3.46,98.23,2.35,0.075,1.14,27.03,0.5,0.01,0.16,134.89,1.55,0.023,0.35
16.84,2.91,0.1728,3.13,0.1859,2.54,0.1508,2.65,0.1574,2.19,0.13,3.42,0.2031,14.95,0.762,9,0.183,56,woman,high,7.241,108.25,1787.03,38.09,1.556,23.27,1362.71,40.84,2.668,39.89,1856.73,54.04,1.765,26.38,1306.26,25.75,0.759,11.35,790.27,15.44,0.304,4.55,1083.89,12.46,0.188,2.81
225.54,19.61,0.0869,16.23,0.072,7.41,0.0329,130.32,0.5778,18.41,0.0816,33.56,0.1488,9.98,0.5,22,0.412,80,woman,low,57.453,573.39,10843.84,184.6,8.253,82.36,6604.81,155.64,9.486,94.67,5303.08,126.53,4.202,41.93,66142.21,1047.72,31.997,319.33,6735.45,98.84,1.93,19.26,10651.6,115.24,1.585,15.82
3.03,0.02,0.0066,0.56,0.1848,0.56,0.1848,0.35,0.1155,1.5,0.495,0.04,0.0132,14.15,0.824,12,0.58,56,man,low,0.956,13.53,11.52,0.28,0.011,0.16,221.32,7.1,0.433,6.12,392.71,7.59,0.243,3.44,167.58,2.45,0.074,1.05,544.31,9.21,0.193,2.73,12.07,0.15,0.002,0.03
25.08,0.02,0.0008,12.73,0.5076,1.21,0.0482,2.3,0.0917,0.91,0.0363,7.9,0.315,6.21,0.837,3,0.064,34,man,low,10.293,63.92,11.45,0.23,0.009,0.05,5600.77,143.23,8.512,52.86,814.38,18.77,0.597,3.71,1169.89,20.99,0.585,3.63,351.76,5.87,0.118,0.73,3072.73,32.95,0.472,2.93
15.21,3.04,0.1999,2.2,0.1446,3.13,0.2058,3.01,0.1979,1.97,0.1295,1.87,0.1229,5.73,0.876,8,0.314,50,woman,low,6.222,35.65,1620.99,32.57,1.199,6.87,940.41,32.69,2.043,11.7,2166.69,55.46,1.833,10.5,1513.02,25.42,0.81,4.64,671.85,11.96,0.24,1.37,564.55,6.43,0.098,0.56
18.13,1.99,0.1098,8.53,0.4705,0.19,0.0105,3.93,0.2168,2.92,0.1611,0.57,0.0314,6.5,0.704,3,0.147,34,woman,low,10.771,70.01,1052.85,19.82,0.781,5.08,3922.38,121.75,8.166,53.08,142.15,3.62,0.13,0.85,2001.53,42.26,1.385,9.0,1025.42,15.87,0.279,1.81,180.11,1.87,0.03,0.2
3.88,0.04,0.0103,1.56,0.4021,0.06,0.0155,0.1,0.0258,1.67,0.4304,0.45,0.116,4.07,0.589,7,0.303,65,man,all,1.343,5.47,25.09,0.5,0.019,0.08,581.42,17.35,1.031,4.2,44.82,1.44,0.051,0.21,54.35,0.99,0.029,0.12,666.08,10.17,0.192,0.78,140.76,1.53,0.021,0.09
77.66,10.39,0.1338,22.17,0.2855,22.42,0.2887,6.15,0.0792,14.53,0.1871,2.01,0.0259,4.31,0.876,4,0.189,70,all,high,39.602,170.69,5370.06,115.26,4.21,18.14,9184.31,300.3,20.156,86.87,16222.87,401.33,11.627,50.11,3008.22,60.0,1.594,6.87,5116.74,95.66,1.909,8.23,593.1,7.53,0.106,0.45
6.03,0.07,0.0116,0.08,0.0133,1.59,0.2637,1.09,0.1808,2.93,0.4859,0.26,0.0431,20.33,0.769,11,0.278,43,man,high,1.786,36.31,41.56,0.88,0.041,0.83,35.32,1.1,0.054,1.1,1127.42,30.25,0.974,19.81,573.23,10.95,0.298,6.07,1160.4,20.29,0.404,8.21,87.04,0.94,0.015,0.3
37.16,0.27,0.0073,5.59,0.1504,4.64,0.1249,17.85,0.4804,4.23,0.1138,4.57,0.123,1.27,0.561,26,0.486,36,woman,low,12.516,15.89,155.22,2.88,0.105,0.13,2129.52,66.48,4.863,6.18,3293.58,73.79,2.469,3.14,8284.22,164.42,4.452,5.65,1645.98,21.42,0.442,0.56,1522.37,13.93,0.185,0.23
121.16,1.35,0.0111,43.86,0.362,40.83,0.337,23.24,0.1918,1.92,0.0158,9.97,0.0823,6.25,0.899,16,0.143,38,woman,low,71.181,444.88,708.92,14.06,0.53,3.31,20254.92,720.28,37.843,236.52,27762.29,740.62,25.118,156.99,11068.25,218.57,6.998,43.74,699.05,11.0,0.213,1.33,2834.24,33.81,0.479,2.99
2.88,0.41,0.1424,0.8,0.2778,0.33,0.1146,0.18,0.0625,0.41,0.1424,0.75,0.2604,17.91,0.84,8,0.178,19,man,low,1.134,20.3,219.05,5.06,0.213,3.82,329.76,10.57,0.591,10.59,212.81,6.1,0.202,3.62,92.64,1.69,0.053,0.96,157.7,2.41,0.044,0.78,222.74,2.22,0.03,0.53
8.62,0.71,0.0824,2.72,0.3155,0.82,0.0951,1.82,0.2111,1.04,0.1206,1.5,0.174,12.6,0.708,16,0.491,27,man,low,3.513,44.26,393.55,8.43,0.365,4.6,1049.99,32.02,1.922,24.22,574.99,15.51,0.532,6.7,900.41,16.51,0.498,6.27,388.92,5.9,0.125,1.57,470.68,4.28,0.071,0.89
3.22,0.3,0.0932,0.5,0.1553,0.64,0.1988,0.88,0.2733,0.41,0.1273,0.5,0.1553,15.96,0.886,5,0.104,24,woman,high,1.405,22.43,185.56,4.74,0.187,2.98,193.87,7.42,0.402,6.42,458.91,12.75,0.475,7.59,452.3,9.29,0.27,4.31,138.38,2.35,0.048,0.77,157.09,1.61,0.022,0.36
2.44,0.4,0.1639,0.06,0.0246,0.07,0.0287,0.07,0.0287,0.87,0.3566,0.97,0.3975,13.42,0.902,22,0.09,22,all,high,0.477,6.4,209.76,4.43,0.178,2.4,23.86,0.81,0.047,0.63,48.13,1.31,0.049,0.66,36.56,0.73,0.021,0.29,322.34,6.27,0.131,1.76,324.87,3.22,0.05,0.67
1.83,0.13,0.071,0.52,0.2842,0.09,0.0492,0.16,0.0874,0.47,0.2568,0.47,0.2568,18.58,0.571,18,0.172,72,woman,low,0.529,9.83,75.38,1.36,0.046,0.85,212.68,6.19,0.325,6.04,69.96,1.61,0.054,1.0,82.55,1.32,0.038,0.71,158.01,2.6,0.048,0.9,158.07,1.29,0.018,0.34
2.04,0.3,0.1471,0.03,0.0147,0.26,0.1275,0.77,0.3775,0.63,0.3088,0.06,0.0294,16.14,0.801,9,0.068,31,man,high,0.77,12.42,168.71,3.7,0.153,2.47,11.41,0.36,0.018,0.29,192.86,5.17,0.174,2.81,404.01,10.06,0.329,5.3,249.56,4.35,0.093,1.5,18.52,0.22,0.003,0.05
12.37,1.78,0.1439,0.24,0.0194,2.4,0.194,5.37,0.4341,1.39,0.1124,1.19,0.0962,15.88,0.905,18,0.08,14,man,high,4.403,69.92,1039.66,24.58,1.061,16.85,101.43,3.4,0.221,3.52,1590.04,51.34,1.435,22.78,2694.3,52.98,1.484,23.57,493.22,8.1,0.144,2.29,374.36,4.11,0.057,0.91
2.19,0.06,0.0274,0.28,0.1279,0.06,0.0274,0.57,0.2603,1.19,0.5434,0.03,0.0137,13.38,0.886,24,0.505,72,man,high,0.621,8.31,35.02,0.69,0.027,0.36,108.56,3.6,0.21,2.81,44.03,1.09,0.037,0.5,303.01,5.53,0.159,2.13,508.85,9.19,0.185,2.48,9.47,0.12,0.002,0.03
10.79,1.76,0.1631,0.42,0.0389,0.81,0.0751,1.33,0.1233,2.88,0.2669,3.59,0.3327,22.48,0.6,30,0.064,78,woman,high,2.587,58.15,1005.54,18.52,0.678,15.24,165.99,6.01,0.345,7.75,566.83,15.43,0.589,13.25,649.19,12.77,0.384,8.63,1105.65,16.71,0.354,7.95,1258.99,15.52,0.237,5.34
45.0,3.99,0.0887,6.94,0.1542,9.38,0.2084,8.89,0.1976,4.93,0.1096,10.88,0.2418,11.23,0.872,13,0.456,75,man,all,17.635,198.04,2285.35,52.07,2.095,23.53,2935.58,108.97,6.07,68.16,6561.28,144.43,5.102,57.29,4106.61,97.52,2.914,32.73,1806.92,32.07,0.697,7.83,4136.25,47.64,0.756,8.49
2.9,0.87,0.3,0.36,0.1241,0.11,0.0379,0.57,0.1966,0.35,0.1207,0.63,0.2172,23.15,0.878,18,0.582,31,woman,high,1.187,27.48,465.07,9.62,0.362,8.38,151.87,5.29,0.411,9.52,76.3,2.26,0.086,2.0,303.63,6.79,0.236,5.46,143.88,2.74,0.054,1.24,200.88,2.59,0.038,0.88
56.58,4.37,0.0772,20.27,0.3583,6.83,0.1207,14.69,0.2596,1.1,0.0194,9.32,0.1647,6.94,0.62,24,0.492,42,man,low,23.671,164.28,2707.89,47.28,1.814,12.59,7921.37,230.65,14.311,99.32,4357.81,102.03,3.568,24.76,7155.73,127.94,3.518,24.42,402.92,6.14,0.115,0.8,3006.65,26.3,0.346,2.4
144.04,0.61,0.0042,84.64,0.5876,17.59,0.1221,18.62,0.1293,15.26,0.1059,7.32,0.0508,10.72,0.79,27,0.307,34,woman,high,92.599,992.66,312.45,7.75,0.349,3.74,35731.17,1326.0,73.52,788.13,12866.65,285.3,11.322,121.37,9588.05,194.31,5.405,57.94,5526.58,93.26,1.671,17.91,2276.47,23.83,0.334,3.58
30.77,1.28,0.0416,5.38,0.1748,10.01,0.3253,1.87,0.0608,1.5,0.0487,10.73,0.3487,2.71,0.53,2,0.426,74,man,low,11.267,30.53,712.26,12.63,0.525,1.42,2149.25,57.84,3.867,10.48,7900.55,164.88,5.664,15.35,978.03,17.63,0.546,1.48,564.63,8.6,0.169,0.46,3228.43,34.29,0.497,1.35
97.25,21.36,0.2196,7.78,0.08,28.19,0.2899,7.34,0.0755,26.5,0.2725,6.08,0.0625,4.26,0.587,30,0.535,53,man,low,39.883,169.9,11795.24,243.95,9.548,40.68,3079.12,103.99,6.805,28.99,19549.24,463.4,18.199,77.53,3725.89,62.09,2.09,8.9,9663.42,151.49,2.901,12.36,2008.59,20.91,0.34,1.45
55.06,7.57,0.1375,5.07,0.0921,3.81,0.0692,11.26,0.2045,23.18,0.421,4.17,0.0757,2.65,0.76,28,0.431,16,woman,high,16.583,43.94,3991.98,79.26,2.648,7.02,2106.88,71.84,4.472,11.85,2673.31,76.55,2.735,7.25,5553.64,113.68,3.626,9.61,8644.42,164.78,2.904,7.7,1316.2,14.35,0.197,0.52
1.7,0.34,0.2,0.51,0.3,0.25,0.1471,0.13,0.0765,0.01,0.0059,0.46,0.2706,19.23,0.796,20,0.384,29,man,low,0.762,14.66,201.37,4.46,0.138,2.65,244.17,7.42,0.423,8.14,182.14,4.44,0.137,2.64,62.24,1.08,0.039,0.75,3.73,0.06,0.001,0.02,147.58,1.61,0.024,0.46
9.37,0.27,0.0288,0.18,0.0192,2.13,0.2273,1.18,0.1259,2.12,0.2263,3.48,0.3714,2.15,0.594,11,0.5,51,man,low,1.976,4.25,158.85,3.04,0.125,0.27,68.56,1.74,0.117,0.25,1357.38,30.56,1.01,2.17,545.24,11.36,0.34,0.73,836.26,13.18,0.217,0.47,1125.12,12.82,0.167,0.36
13.65,1.15,0.0842,3.15,0.2308,1.15,0.0842,1.16,0.085,4.96,0.3634,2.08,0.1524,6.2,0.443,22,0.489,59,all,low,4.281,26.54,660.16,13.58,0.464,2.88,1280.7,36.63,2.302,14.27,726.84,18.34,0.642,3.98,586.45,9.88,0.27,1.68,1998.71,26.46,0.508,3.15,663.33,6.43,0.095,0.59
